# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PLXNB2	PLXNB2	NM_012401.4	protein_coding	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0
PNPLA3	PNPLA3	NM_025225.3	protein_coding	0	4	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0
POLDIP3	POLDIP3	NM_001278657.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLDIP3	POLDIP3	NM_001363052.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLDIP3	POLDIP3	NM_032311.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLDIP3	POLDIP3	NM_178136.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLDIP3	POLDIP3	NR_103820.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLR2F	POLR2F	NM_001301129.2	protein_coding	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001301130.2	protein_coding	0	0	0	21	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001301131.2	protein_coding	0	0	0	21	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001363825.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_021974.5	protein_coding	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NR_125371.2		0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
POLR3H	POLR3H	NM_001018050.4	protein_coding	0	1	0	14	10	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0
POLR3H	POLR3H	NM_001018052.3	protein_coding	0	1	0	14	10	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0
POLR3H	POLR3H	NM_001282884.1	protein_coding	0	1	0	14	10	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0
POLR3H	POLR3H	NM_001282885.1	protein_coding	0	1	0	14	10	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0
POLR3H	POLR3H	NM_138338.4	protein_coding	0	1	0	14	10	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0
PPARA	PPARA	NM_001001928.3	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
PPARA	PPARA	NM_001362872.2	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
PPARA	PPARA	NM_001362873.1	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
PPARA	PPARA	NM_005036.6	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
PPM1F	PPM1F	NM_014634.4	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
PPP6R2	PPP6R2	NM_001242898.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001242899.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001242900.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001351641.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001351642.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001351643.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001351644.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001351645.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001351646.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001351647.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001351648.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_001365836.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PPP6R2	PPP6R2	NM_014678.5	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
PRAME	PRAME	NM_001291715.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
PRAME	PRAME	NM_001291716.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
PRAME	PRAME	NM_001291717.2	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0
PRAME	PRAME	NM_001291719.2	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0
PRAME	PRAME	NM_001318126.1	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
PRAME	PRAME	NM_001318127.1	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
PRAME	PRAME	NM_006115.5.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
PRAME	PRAME	NM_206953.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
PRAME	PRAME	NM_206954.3.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
PRAME	PRAME	NM_206955.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
PRAME	PRAME	NM_206956.3	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
PRODH	PRODH	NM_001195226.2.2	protein_coding	1	18	7	12	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	1	0	18	0
PRODH	PRODH	NM_016335.5	protein_coding	1	25	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	25	0
PRR14L	PRR14L	NM_173566.3	protein_coding	0	1	4	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1
PRR5-ARHGAP8	PRR5-ARHGAP8	NM_181334.5	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PVALB	PVALB.2	NM_001315532.2.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
PVALB	PVALB.2	NM_002854.3.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
RAC2	RAC2	NM_002872.5	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0
RANBP1	RANBP1	NM_001278639.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RANBP1	RANBP1	NM_001278640.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RANBP1	RANBP1	NM_001278641.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RANBP1	RANBP1	NM_002882.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RANGAP1	RANGAP1	NM_001278651.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RANGAP1	RANGAP1	NM_001317930.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RANGAP1	RANGAP1	NM_002883.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RBFOX2	RBFOX2.2	NM_001031695.4.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001082576.3.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001082577.3.2	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001082578.3	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001082579.2.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349982.2.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349983.2.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349989.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349990.2.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349991.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349992.2.2	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349994.2	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349995.2	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349996.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349997.2.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349998.2.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_001349999.1	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
RBFOX2	RBFOX2.2	NM_014309.4	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
RIMBP3	RIMBP3	NM_015672.2	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RIMBP3B	RIMBP3B.2	NM_001128635.1.2	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RIMBP3C	RIMBP3C	NM_001128633.1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF185	RNF185	NM_001135825.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNF185	RNF185	NM_152267.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNF185	RNF185	NR_024209.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNF185	RNF185	NR_024210.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNF185	RNF185	NR_024211.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNF185	RNF185	NR_024212.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNU12	RNU12	NR_029422.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RPL3	RPL3	NM_000967.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPL3	RPL3	NM_001033853.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RSPH14	RSPH14	NM_014433.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RTCB	RTCB	NM_014306.5	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SAMM50	SAMM50	NM_015380.5	protein_coding	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
SBF1	SBF1	NM_001365819.1	protein_coding	0	85	7	1	0	0	0	0	0	0	0	0	0	1	7	0	0	1	0	0	0	85	0
SBF1	SBF1	NM_002972.4	protein_coding	0	86	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	86	0
SCARF2	SCARF2	NM_153334.7	protein_coding	3	6	7	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	6	0
SCARF2	SCARF2	NM_182895.5	protein_coding	3	6	7	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	6	0
SCO2	SCO2	NM_001169109.1	protein_coding	0	13	3	33	0	0	5	0	0	0	0	3	0	10	3	0	0	0	0	0	0	13	15
SCO2	SCO2	NM_001169110.1	protein_coding	0	14	3	33	0	1	5	0	0	0	0	3	0	5	3	0	0	0	0	0	0	13	20
SCO2	SCO2	NM_001169111.1	protein_coding	0	13	3	33	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	13	30
SCO2	SCO2	NM_005138.2	protein_coding	0	13	3	33	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	13	30
SCUBE1	SCUBE1	NM_173050.5	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
SEC14L2	SEC14L2	NM_001204204.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_001291932.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_012429.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_033382.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SELENOO	SELENOO	NM_031454.2	protein_coding	0	0	0	56	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0
SEPT5-GP1BB	SEPT5-GP1BB	NR_037611.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
SEPT5-GP1BB	SEPT5-GP1BB	NR_037612.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
SEPTIN3	SEPTIN3	NM_001363845.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEPTIN3	SEPTIN3	NM_019106.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEPTIN3	SEPTIN3	NM_145733.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEPTIN5	SEPTIN5	NM_001009939.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
SEPTIN5	SEPTIN5	NM_002688.6	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
SERPIND1	SERPIND1	NM_000185.4	protein_coding	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0
SEZ6L	SEZ6L	NM_001184773.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
SEZ6L	SEZ6L	NM_001184774.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
SEZ6L	SEZ6L	NM_001184775.1	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
SEZ6L	SEZ6L	NM_001184776.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
SEZ6L	SEZ6L	NM_001184777.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
SEZ6L	SEZ6L	NM_021115.5	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
SFI1	SFI1	NM_001007467.3	protein_coding	0	1	3	2	0	0	0	0	0	0	0	2	0	1	3	0	0	1	0	0	0	0	0
SFI1	SFI1	NM_001258325.1	protein_coding	0	1	3	2	0	0	0	0	0	0	0	2	0	1	3	0	0	1	0	0	0	0	0
SFI1	SFI1	NM_001258326.2	protein_coding	0	1	2	3	0	0	0	0	0	0	0	2	0	2	2	0	0	1	0	0	0	0	0
SFI1	SFI1	NM_001258327.2	protein_coding	0	1	2	3	0	0	0	0	0	0	0	2	0	2	2	0	0	1	0	0	0	0	0
SFI1	SFI1	NM_014775.4	protein_coding	0	1	3	2	0	0	0	0	0	0	0	2	0	1	3	0	0	1	0	0	0	0	0
SGSM1	SGSM1	NM_001039948.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SGSM1	SGSM1	NM_001098497.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SGSM1	SGSM1	NM_001098498.3	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
SGSM1	SGSM1	NM_133454.3	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
SGSM3	SGSM3	NM_001301849.2	protein_coding	0	6	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350039.2	protein_coding	0	6	2	4	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350040.2	protein_coding	0	6	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350041.2	protein_coding	0	6	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350042.2	protein_coding	0	6	1	5	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350043.2	protein_coding	0	6	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350044.2	protein_coding	0	6	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350045.2	protein_coding	0	6	1	5	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350046.2	protein_coding	0	6	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350047.2	protein_coding	0	6	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_001350048.2	protein_coding	0	6	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NM_015705.6	protein_coding	0	6	2	4	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	6	0
SGSM3	SGSM3	NR_146412.2		0	0	0	12	0	0	0	0	0	0	0	3	0	1	0	8	0	0	0	0	0	0	0
SGSM3	SGSM3	NR_146413.2		0	0	0	12	0	0	0	0	0	0	0	3	0	2	0	7	0	0	0	0	0	0	0
SGSM3	SGSM3	NR_146414.2		0	0	0	12	0	0	0	0	0	0	0	3	0	1	0	8	0	0	0	0	0	0	0
SGSM3	SGSM3	NR_146415.2		0	0	0	12	0	0	0	0	0	0	0	3	0	2	0	7	0	0	0	0	0	0	0
SH3BP1	SH3BP1	NM_001350055.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SH3BP1	SH3BP1	NM_018957.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SHANK3	SHANK3	NM_001372044.1	protein_coding	0	51	22	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	51	0
SHISA8	SHISA8	NM_001207020.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SHISA8	SHISA8	NM_001353438.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SHISA8	SHISA8	NM_001353439.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SLC16A8	SLC16A8	NM_013356.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC25A1	SLC25A1	NM_001256534.2	protein_coding	0	7	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	3
SLC25A1	SLC25A1	NM_001287387.2	protein_coding	0	6	0	7	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	3
SLC25A1	SLC25A1	NM_005984.5	protein_coding	0	8	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	2
SLC25A1	SLC25A1	NR_046298.2		0	0	0	12	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	2
SLC25A18	SLC25A18	NM_001303484.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC25A18	SLC25A18	NM_031481.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC5A1	SLC5A1	NM_000343.4	protein_coding	0	11	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	11	0
SLC5A1	SLC5A1	NM_001256314.1	protein_coding	0	9	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0
SLC7A4	SLC7A4	NM_004173.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SMARCB1	SMARCB1	NM_001007468.3	protein_coding	0	161	1	12	2	0	0	0	0	0	0	0	0	11	1	0	0	9	0	0	0	159	1
SMARCB1	SMARCB1	NM_001317946.2.2	protein_coding	0	162	2	10	2	0	0	0	0	0	0	0	0	9	2	0	0	8	0	0	0	160	1
SMARCB1	SMARCB1	NM_001362877.2.2	protein_coding	0	164	2	8	2	0	0	0	0	0	0	0	0	6	2	0	0	7	0	0	0	163	1
SMARCB1	SMARCB1	NM_003073.5	protein_coding	0	163	1	10	2	0	0	0	0	0	0	0	0	8	1	0	0	8	0	0	0	162	1
SMC1B	SMC1B	NM_001291501.2	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
SMC1B	SMC1B	NM_148674.5	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
SMDT1	SMDT1	NM_033318.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SMDT1	SMDT1	NR_146715.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SMDT1	SMDT1	NR_146717.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SMTN	SMTN	NM_001207017.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SMTN	SMTN	NM_001207018.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
SMTN	SMTN	NM_006932.5	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SMTN	SMTN	NM_134269.3	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SMTN	SMTN	NM_134270.3	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SNAP29	SNAP29	NM_004782.4	protein_coding	0	5	4	4	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	3
SNORA77B	SNORA77B	NR_145765.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNORD125	SNORD125	NR_003686.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNORD139	SNORD139	NR_000026.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD43	SNORD43	NR_002439.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNORD83A	SNORD83A	NR_000027.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD83B	SNORD83B	NR_000028.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SOX10	SOX10	NM_006941.4	protein_coding	0	18	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	18	0
SPECC1L	SPECC1L	NM_001145468.3	protein_coding	0	10	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	0	0	10	0
